PRODUCT,STORE,DATE,ORDER_QTY,PRODUCT_TYPE,DIVISION,
P1 1L,S1,4/7/2019,768,SEASONAL,EAST,
P1 1L,S1,4/28/2019,0,SEASONAL,EAST,
P1 1L,S1,6/16/2019,1715.2,SEASONAL,WEST,
P1 1L,S1,12/15/2019,0,SEASONAL,WEST,
P1 1L,S1,3/3/2019,716.8,SEASONAL,NORTH,
P1 1L,S1,6/9/2019,4307.2,SEASONAL,NORTH,
P1 1L,S1,9/1/2019,2867.2,SEASONAL,NORTH,
P1 1L,S1,3/22/2020,1320.421053,SEASONAL,NORTH,
P1 500ML,S1,12/16/2018,533.76,SEASONAL,WEST,
P1 500ML,S1,1/27/2019,344.32,SEASONAL,WEST,
P1 500ML,S1,11/24/2019,587.52,SEASONAL,WEST,
P1 500ML,S1,12/29/2019,225.28,SEASONAL,WEST,
P1 500ML,S1,8/29/2021,14956.8,SEASONAL,WEST,
P1 500ML,S1,4/21/2019,426.24,SEASONAL,SOUTH,
P1 500ML,S1,8/25/2019,718.08,SEASONAL,SOUTH,
P1 500ML,S1,5/17/2020,476.16,SEASONAL,SOUTH,
P2 4L,S1,7/7/2019,261.12,CONTINUOUS,WEST,
P2 4L,S1,11/15/2020,2.56,CONTINUOUS,WEST,
P2 4L,S1,6/9/2019,314.88,CONTINUOUS,EAST,
P2 4L,S1,8/4/2019,291.84,CONTINUOUS,EAST,
P2 4L,S1,3/7/2021,558.08,CONTINUOUS,EAST,
P2 4L,S1,8/1/2021,0,CONTINUOUS,EAST,
P2 4L,S1,1/9/2022,0,CONTINUOUS,EAST,
P1 1L,S1,12/23/2018,1088,SEASONAL,EAST,
P1 1L,S1,4/26/2020,1216,SEASONAL,EAST,
P1 1L,S1,12/13/2020,832,SEASONAL,EAST,
P1 1L,S1,1/3/2021,76.8,SEASONAL,EAST,
P1 1L,S1,3/21/2021,2112,SEASONAL,EAST,
P1 1L,S1,5/12/2019,640,SEASONAL,WEST,
P1 1L,S1,11/11/2018,249.6,SEASONAL,NORTH,
P1 1L,S1,11/18/2018,268.8,SEASONAL,NORTH,
P1 1L,S1,9/29/2019,1222.4,SEASONAL,NORTH,
P1 1L,S1,1/5/2020,390.4,SEASONAL,NORTH,
P1 1L,S1,8/1/2021,3820.8,SEASONAL,NORTH,
P1 1L,S1,11/14/2021,838.4,SEASONAL,NORTH,
P1 1L,S1,12/12/2021,268.8,SEASONAL,NORTH,
P1 500ML,S1,4/7/2019,10522.88,SEASONAL,WEST,
P1 500ML,S1,9/13/2020,5493.76,SEASONAL,WEST,
P1 500ML,S1,9/27/2020,345.6,SEASONAL,SOUTH,
P1 500ML,S1,3/28/2021,264.96,SEASONAL,SOUTH,
P2 4L,S1,6/23/2019,496.64,CONTINUOUS,WEST,
P2 4L,S1,2/10/2019,437.76,CONTINUOUS,EAST,
P2 4L,S1,11/17/2019,284.16,CONTINUOUS,EAST,
P2 4L,S1,9/13/2020,616.96,CONTINUOUS,EAST,
P2 4L,S1,1/10/2021,660.48,CONTINUOUS,EAST,
P1 1L,S1,7/19/2020,899.2,SEASONAL,EAST,
P1 1L,S1,11/4/2018,320,SEASONAL,NORTH,
P1 500ML,S1,6/27/2021,25432.32,SEASONAL,WEST,
P2 4L,S1,4/19/2020,0,CONTINUOUS,WEST,
P2 4L,S1,6/21/2020,0,CONTINUOUS,WEST,
P2 4L,S1,10/17/2021,0,CONTINUOUS,EAST,
