PRODUCT,STORE,DATE,ORDER_QTY,PRODUCT_TYPE,DIVISION,
P1 500ML,S1,4/19/2020,6539.52,SEASONAL,WEST,
P1 500ML,S1,9/20/2020,7004.16,SEASONAL,WEST,
P1 500ML,S1,8/22/2021,26069.76,SEASONAL,WEST,
P1 500ML,S1,12/12/2021,849.92,SEASONAL,WEST,
P1 500ML,S1,12/26/2021,264.96,SEASONAL,WEST,
P1 500ML,S1,2/17/2019,184.32,SEASONAL,SOUTH,
P1 500ML,S1,12/1/2019,57.6,SEASONAL,SOUTH,
P1 500ML,S1,12/15/2019,0,SEASONAL,SOUTH,
P1 500ML,S1,1/26/2020,200.96,SEASONAL,SOUTH,
P1 500ML,S1,6/21/2020,491.52,SEASONAL,SOUTH,
P1 500ML,S1,8/16/2020,593.92,SEASONAL,SOUTH,
P1 500ML,S1,11/29/2020,92.16,SEASONAL,SOUTH,
P1 500ML,S1,2/21/2021,161.28,SEASONAL,SOUTH,
P2 4L,S1,3/7/2021,10.24,CONTINUOUS,WEST,
P2 4L,S1,5/19/2019,238.08,CONTINUOUS,EAST,
P2 4L,S1,12/15/2019,463.36,CONTINUOUS,EAST,
P2 4L,S1,6/7/2020,488.96,CONTINUOUS,EAST,
P2 4L,S1,9/5/2021,0,CONTINUOUS,EAST,
P2 4L,S1,12/12/2021,0,CONTINUOUS,EAST,
